Time,evapo temperature,evapo relative humidity,compressor power
9.000000000000019540e+00,1.844698690332959856e+01,4.155038439991169952e+01,6.736892336017709795e+02
9.250000000000019540e+00,1.838787884666909989e+01,4.178904993015459723e+01,6.724639487605170416e+02
9.500000000000019540e+00,1.832838738091119879e+01,4.203415759046509947e+01,6.711840170337719655e+02
9.750000000000019540e+00,1.826881263652829901e+01,4.228223803493450106e+01,6.698655463012520386e+02
1.000000000000000000e+01,1.820943203770060137e+01,4.253051870187489669e+01,6.685245702618849464e+02
1.025000000000000000e+01,1.815049984896770141e+01,4.277679282568570329e+01,6.671763697391120331e+02
1.050000000000000000e+01,1.809224627543850161e+01,4.301931567762090225e+01,6.658350705086299968e+02
1.075000000000000000e+01,1.803487679903030028e+01,4.325672135309120137e+01,6.645134028736009668e+02
1.100000000000000000e+01,1.797857193920490104e+01,4.348795550893139961e+01,6.632225673647429858e+02
1.125000000000000000e+01,1.792038202223779919e+01,4.372229540190890162e+01,6.622549081862420053e+02
1.150000000000000000e+01,1.785302367091840026e+01,4.398400474608649802e+01,6.622775534077179600e+02
1.175000000000000000e+01,1.777280045361600003e+01,4.428734035150139903e+01,6.635765595800289702e+02
1.200000000000000000e+01,1.767849595859620138e+01,4.463844718606070217e+01,6.661532121299100027e+02
1.225000000000000000e+01,1.756805860639990158e+01,4.503315651829039723e+01,6.689021074254329733e+02
1.250000000000000000e+01,1.745058838542230006e+01,4.541875497688749874e+01,6.621007956128280512e+02
1.275000000000000000e+01,1.730551689759629852e+01,4.590964723091170185e+01,6.630095458210339530e+02
1.300000000000000000e+01,1.712834917969280113e+01,4.654221191446939798e+01,6.772608265270899892e+02
1.325000000000000000e+01,1.692348131348089879e+01,4.730024353804350312e+01,7.028291910320040188e+02
1.350000000000000000e+01,1.669186308076620051e+01,4.817954545750730233e+01,7.369747518484920192e+02
1.375000000000000000e+01,1.643903412579109968e+01,4.914765549757719754e+01,7.777939700226189643e+02
1.400000000000000000e+01,1.616988410205360083e+01,5.018149228016829966e+01,8.236746578745010083e+02
1.425000000000000000e+01,1.588867510019970020e+01,5.125999181755030065e+01,8.731503159207110230e+02
1.450000000000000000e+01,1.559907045172059981e+01,5.236365392126899820e+01,9.249241541405440330e+02
1.475000000000000000e+01,1.530412427183619961e+01,5.347531742758130235e+01,9.778944218168660427e+02
1.500000000000000000e+01,1.500625624735219965e+01,5.458062147302899803e+01,1.031147575136770001e+03
1.525000000000000000e+01,1.472719988184149997e+01,5.564439692056220110e+01,1.081042725904720101e+03
1.550000000000000000e+01,1.446692888133480004e+01,5.660044305422110256e+01,1.120712770850499965e+03
1.575000000000000000e+01,1.422683497782299966e+01,5.743190558788769806e+01,1.147031147588659906e+03
1.600000000000000000e+01,1.400737964190330054e+01,5.812685170805089996e+01,1.160221448677450098e+03
1.625000000000000000e+01,1.380847110116200049e+01,5.868086939450410000e+01,1.161968408247420030e+03
1.650000000000000000e+01,1.362847076611650010e+01,5.910287366552319810e+01,1.154404848803249934e+03
1.675000000000000000e+01,1.346477462280340021e+01,5.941052454533929961e+01,1.139735848084610097e+03
1.700000000000000000e+01,1.331409513775230025e+01,5.962670236063480189e+01,1.120015337782449933e+03
1.725000000000000000e+01,1.317268032102760067e+01,5.977682736754930204e+01,1.097023679678349936e+03
1.750000000000000000e+01,1.303650354081879925e+01,5.988678886210850294e+01,1.072202918546010096e+03
1.775000000000000000e+01,1.290760714825420052e+01,5.994925932346789921e+01,1.046828795507869927e+03
1.800000000000000000e+01,1.277752645957949973e+01,6.001144794099450053e+01,1.021623393390109982e+03
1.825000000000000000e+01,1.264171322462850000e+01,6.009894145414300226e+01,9.971523506899010272e+02
1.850000000000000000e+01,1.249727673878780010e+01,6.022780439498310301e+01,9.738036623812209882e+02
1.875000000000000000e+01,1.234187210244060040e+01,6.041064938851290123e+01,9.517974052288210487e+02
1.900000000000000000e+01,1.217373632439189990e+01,6.065663584667260011e+01,9.312230506438670545e+02
1.925000000000000000e+01,1.200195652573239968e+01,6.094943486196859794e+01,9.117070750899270024e+02
1.950000000000000000e+01,1.183781538499760089e+01,6.125973796965929807e+01,8.929411034598649621e+02
1.975000000000000000e+01,1.168258017397629978e+01,6.157468781056780216e+01,8.750352018798149629e+02
2.000000000000000000e+01,1.153453586279939991e+01,6.190052106180859681e+01,8.581525507667720376e+02
2.025000000000000000e+01,1.139314829206259994e+01,6.223314307689010150e+01,8.415994942351150030e+02
2.050000000000000000e+01,1.125852288446940008e+01,6.256793811678529948e+01,8.252763114018330270e+02
2.075000000000000000e+01,1.113530186187620075e+01,6.289442042650740206e+01,8.089352589380449672e+02
2.100000000000000000e+01,1.102712646810119956e+01,6.320236667228589766e+01,7.923820062401199493e+02
2.125000000000000000e+01,1.095028673794189977e+01,6.345188953483499716e+01,7.747406219488309489e+02
2.150000000000000000e+01,1.090292302122609946e+01,6.364684736066740101e+01,7.568792477501730218e+02
2.175000000000000000e+01,1.087084497689670037e+01,6.380362925546550201e+01,7.403990576968329833e+02
2.200000000000000000e+01,1.086999881456200079e+01,6.389095300981229997e+01,7.256759106780109505e+02
2.225000000000000000e+01,1.087579785323979920e+01,6.395960962178040177e+01,7.112176647863790322e+02
2.250000000000000000e+01,1.088677481614760012e+01,6.401177389681879504e+01,6.971200908794370434e+02
2.275000000000000000e+01,1.090508633520090065e+01,6.403447387511309330e+01,6.842584706300100379e+02
2.300000000000000000e+01,1.092853086741789959e+01,6.403703502414130355e+01,6.722801936960750027e+02
2.325000000000000000e+01,1.095789756579299912e+01,6.401336743752159464e+01,6.593800959982910399e+02
2.350000000000000000e+01,1.100060869110619954e+01,6.392741266965420266e+01,6.422309713812519476e+02
2.375000000000000000e+01,1.105704056391619972e+01,6.376638436572770274e+01,6.209766332903750481e+02
2.400000000000000000e+01,1.113062734108389940e+01,6.352789474618529653e+01,5.978316817933490483e+02
2.425000000000000000e+01,1.122019735106730032e+01,6.321512090599919986e+01,5.732346992408630513e+02
2.450000000000000000e+01,1.132400981679420049e+01,6.283496589376770203e+01,5.476812946900090537e+02
2.475000000000000000e+01,1.144110791873990074e+01,6.239233940897860009e+01,5.218074896646049865e+02
2.500000000000000000e+01,1.165198526732100071e+01,6.143806223884649853e+01,4.575714802648579962e+02
2.525000000000000000e+01,1.186127553524059941e+01,6.049198668782049992e+01,4.127363971137950216e+02
2.550000000000000000e+01,1.206987581498139939e+01,5.958996575304980325e+01,3.801723542600029759e+02
2.575000000000000000e+01,1.227351628124820060e+01,5.875848090283830061e+01,3.545533759186409952e+02
2.600000000000000000e+01,1.245399941878389960e+01,5.813622384101100238e+01,3.383456867030370177e+02
2.625000000000000000e+01,1.261351060437650062e+01,5.767434447500630057e+01,3.264980706118150238e+02
2.650000000000000000e+01,1.275565973469550052e+01,5.734757608340880353e+01,3.172744696278940069e+02
2.675000000000000000e+01,1.288306490618350075e+01,5.715066495419510062e+01,3.100776947165750244e+02
2.700000000000000000e+01,1.299135328066270034e+01,5.707762367830910222e+01,3.065672576597390275e+02
2.725000000000000000e+01,1.308413538956500055e+01,5.709368279101150279e+01,3.055863608452060021e+02
2.750000000000000000e+01,1.316852210884199970e+01,5.716140925997500233e+01,3.063786816262140178e+02
2.775000000000000000e+01,1.324597467905829973e+01,5.724780027137899907e+01,3.084952179329209798e+02
2.800000000000000000e+01,1.332409762440530088e+01,5.732857454344959791e+01,3.158544097762419938e+02
2.825000000000000000e+01,1.339810209485490056e+01,5.735663986502890310e+01,3.244982875034419862e+02
2.850000000000000000e+01,1.346548375054110025e+01,5.735845076859239811e+01,3.335168673595550217e+02
2.875000000000000000e+01,1.353313453047950077e+01,5.731893958675220091e+01,3.422219615237759740e+02
2.900000000000000000e+01,1.360039885602109955e+01,5.723533999591810328e+01,3.547877347414740257e+02
2.925000000000000000e+01,1.367531536146650062e+01,5.707928342486110296e+01,3.661662831471829804e+02
2.950000000000000000e+01,1.375557358269409924e+01,5.686749708971510131e+01,3.758500928231990201e+02
2.975000000000000000e+01,1.383676989220569986e+01,5.661344645359550043e+01,3.843069750194659946e+02
3.000000000000000000e+01,1.391357245410119958e+01,5.633260810276289732e+01,3.920371432012909736e+02
3.025000000000000000e+01,1.398370434483100055e+01,5.594964390505670337e+01,3.984527514042019902e+02
3.050000000000000000e+01,1.404824821085209940e+01,5.548450622357219686e+01,4.035337624889049835e+02
3.075000000000000000e+01,1.411108908740919965e+01,5.493048641430780066e+01,4.073874481713800151e+02
3.100000000000000000e+01,1.417211239558550062e+01,5.428128073938910347e+01,4.110257361374809761e+02
3.125000000000000000e+01,1.423041663119959921e+01,5.355469307539409840e+01,4.138288172505539819e+02
3.150000000000000000e+01,1.429772273180889997e+01,5.274092243208639985e+01,4.151382491284670095e+02
3.175000000000000000e+01,1.436506754980289990e+01,5.190404462560290000e+01,4.156303953841509724e+02
3.200000000000000000e+01,1.444163668758709917e+01,5.109787101286470090e+01,4.155104194843199821e+02
3.225000000000000000e+01,1.451427617830329986e+01,5.035946543181459845e+01,4.167625153182700046e+02
3.250000000000000000e+01,1.458891335833479985e+01,4.969016808524200002e+01,4.207435317505339754e+02
3.275000000000000000e+01,1.465805732523540073e+01,4.909960547950510090e+01,4.269034243617870175e+02
3.300000000000000000e+01,1.471759464468289913e+01,4.859215279454110004e+01,4.342633067355270100e+02
3.325000000000000000e+01,1.477176139312130054e+01,4.815102046126239799e+01,4.415170380405010064e+02
3.350000000000000000e+01,1.482170952164720035e+01,4.776648297000689780e+01,4.490228871127209800e+02
3.375000000000000000e+01,1.487172366966260029e+01,4.741553234988519705e+01,4.571674548101930213e+02
3.400000000000000000e+01,1.491558905971180060e+01,4.710839312900819920e+01,4.643952954171570013e+02
3.425000000000000000e+01,1.495653084159240009e+01,4.683449618899079780e+01,4.705010816572399790e+02
3.450000000000000000e+01,1.499693687451919999e+01,4.658651008408509853e+01,4.753871369246809877e+02
3.475000000000000000e+01,1.503021299168429969e+01,4.637596012038019921e+01,4.790732625292180273e+02
3.500000000000000000e+01,1.505638894363010039e+01,4.620253796584749750e+01,4.817475076490570132e+02
3.525000000000000000e+01,1.507558938204619992e+01,4.606556982834860037e+01,4.836166551012710215e+02
3.550000000000000000e+01,1.508805131506609953e+01,4.596380936652469984e+01,4.848802068342159828e+02
3.575000000000000000e+01,1.509412713121080074e+01,4.589541724635439834e+01,4.857182764728349866e+02
3.600000000000000000e+01,1.509426987795590058e+01,4.585801916517049648e+01,4.862831701883039841e+02
3.625000000000000000e+01,1.508900867078100028e+01,4.584881021380699906e+01,4.866946649196390240e+02
3.650000000000000000e+01,1.507892232948499966e+01,4.586468721311369734e+01,4.870399606574579821e+02
3.675000000000000000e+01,1.506501787596200082e+01,4.590124114509089992e+01,4.874577558280179801e+02
3.700000000000000000e+01,1.504994211861400011e+01,4.594937284277489908e+01,4.883896909398890216e+02
3.725000000000000000e+01,1.503178184256089978e+01,4.601303930970559719e+01,4.893525588337930117e+02
3.750000000000000000e+01,1.501107692476169930e+01,4.608929022352140237e+01,4.903451214581630211e+02
3.775000000000000000e+01,1.498833368474659977e+01,4.617900288987510038e+01,4.914103398659469804e+02
3.800000000000000000e+01,1.496238832322040047e+01,4.628374201143009969e+01,4.926844242834940246e+02
3.825000000000000000e+01,1.493399691139959984e+01,4.639746010155530342e+01,4.940476676817759767e+02
3.850000000000000000e+01,1.490390863293490042e+01,4.651525027368489873e+01,4.953980073158859909e+02
3.875000000000000000e+01,1.487272798094359949e+01,4.663352224710150296e+01,4.966664373969350095e+02
3.900000000000000000e+01,1.484104105996489942e+01,4.674973675713520294e+01,4.978309037684689997e+02
3.925000000000000000e+01,1.480921396176609939e+01,4.686210262766940104e+01,4.988784311868470240e+02
3.950000000000000000e+01,1.477751314299460006e+01,4.696951167047379982e+01,4.998117211690559998e+02
3.975000000000000000e+01,1.474612944920309943e+01,4.707138784012759913e+01,5.006454501081170179e+02
4.000000000000000000e+01,1.471560114698390009e+01,4.716821345843509761e+01,5.016295581524349814e+02
4.025000000000000000e+01,1.468624963017970053e+01,4.725940086396489903e+01,5.028267548586779867e+02
4.050000000000000000e+01,1.465824985744630027e+01,4.734420414293730062e+01,5.042008975766430012e+02
4.075000000000000000e+01,1.463171145951420016e+01,4.742231181487149883e+01,5.057091667207370165e+02
4.100000000000000000e+01,1.460667158844860047e+01,4.749381628433369684e+01,5.073098965002050136e+02
4.125000000000000000e+01,1.458309934197639990e+01,4.755914352417750024e+01,5.089666720692550257e+02
4.150000000000000000e+01,1.456090594408759920e+01,4.761897604845439957e+01,5.106503982531149859e+02
4.175000000000000000e+01,1.453995768869999949e+01,4.767417520929100050e+01,5.123398923570759962e+02
4.200000000000000000e+01,1.452008955709639970e+01,4.772570764371270258e+01,5.140214752750739535e+02
4.225000000000000000e+01,1.450111813714470088e+01,4.777457952332130020e+01,5.156879548204400407e+02
4.250000000000000000e+01,1.448262569722879967e+01,4.782228650002429760e+01,5.173625206967509484e+02
4.275000000000000000e+01,1.446435360500749923e+01,4.786996427290969791e+01,5.190400814165579959e+02
4.300000000000000000e+01,1.444613498163460008e+01,4.791853928083600067e+01,5.207047109265449762e+02
4.325000000000000000e+01,1.442778588463800027e+01,4.796893856966350000e+01,5.223494662781560010e+02
4.350000000000000000e+01,1.440898965363800066e+01,4.802210027545960003e+01,5.239228938943040248e+02
4.375000000000000000e+01,1.438951618708609992e+01,4.807897610298820013e+01,5.253874490627019895e+02
4.400000000000000000e+01,1.437075724630959961e+01,4.813575346733180282e+01,5.266506405502060488e+02
4.425000000000000000e+01,1.435127491376199949e+01,4.819720114992190219e+01,5.277904924320330338e+02
4.450000000000000000e+01,1.433075652674239997e+01,4.826450826374539815e+01,5.288261470173860062e+02
4.475000000000000000e+01,1.430906034536639915e+01,4.833823600273230170e+01,5.297713812825560353e+02
4.500000000000000000e+01,1.428606842092309925e+01,4.841878300799019996e+01,5.306415216096770564e+02
4.525000000000000000e+01,1.426168937345140009e+01,4.850638922748880333e+01,5.314519006666829455e+02
4.550000000000000000e+01,1.423585867534509930e+01,4.860114772032240182e+01,5.322167436858369456e+02
4.575000000000000000e+01,1.420853714263349943e+01,4.870302211910740198e+01,5.329484623844530233e+02
4.600000000000000000e+01,1.417979285276370049e+01,4.881158306108839895e+01,5.336375954901729983e+02
4.625000000000000000e+01,1.414979282962329954e+01,4.892614141746950196e+01,5.342618515472699983e+02
4.650000000000000000e+01,1.411862894076389985e+01,4.904636176007829818e+01,5.348285535125869501e+02
4.675000000000000000e+01,1.408639088615639956e+01,4.917183478617850056e+01,5.353420247026749621e+02
4.700000000000000000e+01,1.405316448047789990e+01,4.930212152002579984e+01,5.358049120053740353e+02
4.725000000000000000e+01,1.401902963953109982e+01,4.943678256884510347e+01,5.362191423854640107e+02
4.750000000000000000e+01,1.398405921122530060e+01,4.957539807869299864e+01,5.365865122765790147e+02
4.775000000000000000e+01,1.394890826216190050e+01,4.971622839752809853e+01,5.369010017453499586e+02
4.800000000000000000e+01,1.391426470882730015e+01,4.985710974293599662e+01,5.371522818775109727e+02
4.825000000000000000e+01,1.388022652522900025e+01,4.999796559848820010e+01,5.373280025429510260e+02
4.850000000000000000e+01,1.384732942807410083e+01,5.013728944955759914e+01,5.374248816152030486e+02
4.875000000000000000e+01,1.381466847477259918e+01,5.027631990966430209e+01,5.374228163038169441e+02
4.900000000000000000e+01,1.378228298323599965e+01,5.041468256403040016e+01,5.373201624510979855e+02
4.925000000000000000e+01,1.374833761345439953e+01,5.055843555238480036e+01,5.373223733527549939e+02
4.950000000000000000e+01,1.370842428152040071e+01,5.072299628520580228e+01,5.379014073538660341e+02
4.975000000000000000e+01,1.366033635016039938e+01,5.091742906018860282e+01,5.392418019510560043e+02
5.000000000000000000e+01,1.360342465078899998e+01,5.114535057150239794e+01,5.413171729225780382e+02
5.025000000000000000e+01,1.353768433892090073e+01,5.140755854322240026e+01,5.440069900424559819e+02
5.050000000000000000e+01,1.346335587751280016e+01,5.170345361300370257e+01,5.471557728733949943e+02
5.075000000000000000e+01,1.339183892630719974e+01,5.196802172087070204e+01,5.417271675570480056e+02
5.100000000000000000e+01,1.330694760050769965e+01,5.229096576216610259e+01,5.395608009438290082e+02
5.125000000000000000e+01,1.319963405319719918e+01,5.272543257674890071e+01,5.481321572260339963e+02
5.150000000000000000e+01,1.307857496318800017e+01,5.322205232209650205e+01,5.659181298334129906e+02
5.175000000000000000e+01,1.295041924464930005e+01,5.374559297065989938e+01,5.898473659337330446e+02
5.200000000000000000e+01,1.281581733465650075e+01,5.427942853133610157e+01,6.182736263275320425e+02
5.225000000000000000e+01,1.267471830449719938e+01,5.481175999071069782e+01,6.500703953351139717e+02
5.250000000000000000e+01,1.253448294106619976e+01,5.534254635091569696e+01,6.836241973901419442e+02
5.275000000000000000e+01,1.239583448338090044e+01,5.587070742839539861e+01,7.174782681939959730e+02
5.300000000000000000e+01,1.226189963758699975e+01,5.638002965101890140e+01,7.505984584365420460e+02
5.325000000000000000e+01,1.212961971111550064e+01,5.684565073843120331e+01,7.814600686749430452e+02
5.350000000000000000e+01,1.199618253472399942e+01,5.731146022753460301e+01,8.134851068762500290e+02
5.375000000000000000e+01,1.188569062818159949e+01,5.771247733908320043e+01,8.492721794831099942e+02
5.400000000000000000e+01,1.177337629639560035e+01,5.810380382894120288e+01,8.856251968468279756e+02
5.425000000000000000e+01,1.166089585658369998e+01,5.846647678466460007e+01,9.202290687611720159e+02
5.450000000000000000e+01,1.154818376457819973e+01,5.878316089393459976e+01,9.469120922238810181e+02
5.475000000000000000e+01,1.144448973525470059e+01,5.902856231533309739e+01,9.639064556730779714e+02
5.500000000000000000e+01,1.135041158780610004e+01,5.919408357958379696e+01,9.715744468755269736e+02
5.525000000000000000e+01,1.125851834847449950e+01,5.912498192311939960e+01,9.333685434399590122e+02
5.550000000000000000e+01,1.118574350157649988e+01,5.886000116427909745e+01,8.691164526617450292e+02
5.575000000000000000e+01,1.114436394430710031e+01,5.843729534135609782e+01,7.898880586347470398e+02
5.600000000000000000e+01,1.115026739944920031e+01,5.782844430058779750e+01,7.121993545580379532e+02
5.625000000000000000e+01,1.118437272413100025e+01,5.716384120055730023e+01,6.522338515584340257e+02
5.650000000000000000e+01,1.121495048284539919e+01,5.659719985960150268e+01,6.120184942755979591e+02
5.675000000000000000e+01,1.122064665447330079e+01,5.619925669536610258e+01,5.856783948828179973e+02
5.700000000000000000e+01,1.119401919597670059e+01,5.597690763994209817e+01,5.714727655123499517e+02
5.725000000000000000e+01,1.113818898552749914e+01,5.591519723928129793e+01,5.668708405959589527e+02
5.750000000000000000e+01,1.106674988270929916e+01,5.598191623448349930e+01,5.697680138222719961e+02
5.775000000000000000e+01,1.096935560862979919e+01,5.618773230168049793e+01,5.791486798246189664e+02
5.800000000000000000e+01,1.086982846343109976e+01,5.647279911548100273e+01,5.903332314672220491e+02
5.825000000000000000e+01,1.076746671089479968e+01,5.682324205281489782e+01,6.029302255860360447e+02
5.850000000000000000e+01,1.066446812268939937e+01,5.722311735836559876e+01,6.164867820565109469e+02
5.875000000000000000e+01,1.056193943935869939e+01,5.765834529602120284e+01,6.305740074224189584e+02
5.900000000000000000e+01,1.046085779948690053e+01,5.811705761987420260e+01,6.448824683850409656e+02
5.925000000000000000e+01,1.036207729976029945e+01,5.858912285740610315e+01,6.591831656240869961e+02
5.950000000000000000e+01,1.026632413820300016e+01,5.906595985767369683e+01,6.733093932191850399e+02
5.975000000000000000e+01,1.017418657231369927e+01,5.954047163762260197e+01,6.871487471911940474e+02
6.000000000000000000e+01,1.009038881289339962e+01,5.999911953976130263e+01,7.006962329167889720e+02
6.025000000000000000e+01,1.001099289627310007e+01,6.034955870078059803e+01,7.130160240417310433e+02
6.050000000000000000e+01,9.941521199588020608e+00,6.062691753999269650e+01,7.242012484029080497e+02
6.075000000000000000e+01,9.881961222719800375e+00,6.083267916039619649e+01,7.345040674842799717e+02
6.100000000000000000e+01,9.832013722599659999e+00,6.096935903242650312e+01,7.441341248894530054e+02
6.125000000000000000e+01,9.791653360440889742e+00,6.103273780281259775e+01,7.524159802127410330e+02
6.150000000000000000e+01,9.762041668736790356e+00,6.100671215964400318e+01,7.577386154096709561e+02
6.175000000000000000e+01,9.744402968232209972e+00,6.088341329961379955e+01,7.598872967453929732e+02
6.200000000000000000e+01,9.737349890519199747e+00,6.067509047178759829e+01,7.585768381505090474e+02
6.225000000000000000e+01,9.742679099166380752e+00,6.042577423776280199e+01,7.544030278159000318e+02
6.250000000000000000e+01,9.754908509840509723e+00,6.016285141012370019e+01,7.485230246490009449e+02
6.275000000000000000e+01,9.771464181992250531e+00,5.989600887510059835e+01,7.414195975438890400e+02
6.300000000000000000e+01,9.789605901523609433e+00,5.963461244221870317e+01,7.335576608697859911e+02
6.325000000000000000e+01,9.808177236703409463e+00,5.938312852402209785e+01,7.251547641615740076e+02
6.350000000000000000e+01,9.826685955843300846e+00,5.914287108074830002e+01,7.164881146634189690e+02
6.375000000000000000e+01,9.845376822527459382e+00,5.891163548797820226e+01,7.079325714099860534e+02
6.400000000000000000e+01,9.862681449515980248e+00,5.869647247254479794e+01,6.992738217673679628e+02
6.425000000000000000e+01,9.878265041003999158e+00,5.849839128016670031e+01,6.905663314567909765e+02
6.450000000000000000e+01,9.891934148882169708e+00,5.831781288335599811e+01,6.818463119569389619e+02
6.475000000000000000e+01,9.903609504403089403e+00,5.815468238702590043e+01,6.731370768295180369e+02
6.500000000000000000e+01,9.913301414361360031e+00,5.800857021167050220e+01,6.644533269471539825e+02
6.525000000000000000e+01,9.921088034531450717e+00,5.787876116901669832e+01,6.558044361397890043e+02
6.550000000000000000e+01,9.927200631196969383e+00,5.776430357694300000e+01,6.472484702892450059e+02
6.575000000000000000e+01,9.933384108575280536e+00,5.766369225746250038e+01,6.395813509435470223e+02
6.600000000000000000e+01,9.939455897109230165e+00,5.757514681958060265e+01,6.326298315091570430e+02
6.625000000000000000e+01,9.945350528044299310e+00,5.749693705522329878e+01,6.262501742245110563e+02
6.650000000000000000e+01,9.951497854817189292e+00,5.742622745859159750e+01,6.202648231707130435e+02
6.675000000000000000e+01,9.958908781599760118e+00,5.735878196097500137e+01,6.144419611487969632e+02
6.700000000000000000e+01,9.966324292187540124e+00,5.729684250519340338e+01,6.088927941092240417e+02
6.725000000000000000e+01,9.974270992401940816e+00,5.723856712922010104e+01,6.034948875850319610e+02
6.750000000000000000e+01,9.984241153575650785e+00,5.718110687568960060e+01,5.980064580497059978e+02
6.775000000000000000e+01,9.994398381803799580e+00,5.712566545860679668e+01,5.926512320462129537e+02
6.800000000000000000e+01,1.000481086246769991e+01,5.707130644058830171e+01,5.873984371576129888e+02
6.825000000000000000e+01,1.001554457646039964e+01,5.701718279809760048e+01,5.822213753094009689e+02
6.850000000000000000e+01,1.002666345098779921e+01,5.696252187901139763e+01,5.770956794977960271e+02
6.875000000000000000e+01,1.003822737857220027e+01,5.690662911989589645e+01,5.719991781670080400e+02
6.900000000000000000e+01,1.005029024078429956e+01,5.684889284911729845e+01,5.669120201566989863e+02
6.925000000000000000e+01,1.006289692259129964e+01,5.678879648895159704e+01,5.618174112676119876e+02
6.950000000000000000e+01,1.007607719321909912e+01,5.672595112634100190e+01,5.567037385354300341e+02
6.975000000000000000e+01,1.008983364100519964e+01,5.666016490342710199e+01,5.515690429267000354e+02
7.000000000000000000e+01,1.010413451607320034e+01,5.659147523477439989e+01,5.464227657153310247e+02
7.025000000000000000e+01,1.011892089316580012e+01,5.652008867346840049e+01,5.412813335796170122e+02
7.050000000000000000e+01,1.013411788436449967e+01,5.644630549713640022e+01,5.361631434506299456e+02
7.075000000000000000e+01,1.014964562070620069e+01,5.637045432386680233e+01,5.310846463314150014e+02
7.100000000000000000e+01,1.016542976832690037e+01,5.629283379577000090e+01,5.260572165236089859e+02
7.125000000000000000e+01,1.018140601846550020e+01,5.621369517534070326e+01,5.210869417604969840e+02
7.150000000000000000e+01,1.019831102798639932e+01,5.613180846387830059e+01,5.161882104505870075e+02
7.175000000000000000e+01,1.021806905463390081e+01,5.604461696307389929e+01,5.122458951635819631e+02
7.200000000000000000e+01,1.023762480712379919e+01,5.595720693628170039e+01,5.085896176008649832e+02
7.225000000000000000e+01,1.025715508865580006e+01,5.586913547447190354e+01,5.049765258321469901e+02
