16.4482,51.9564,458.5935
16.1847,53.4737,458.9754
15.9618,54.6964,466.4895
15.7894,55.5424,476.8646
15.6657,55.9240,487.1129
15.5561,55.9279,499.4296
15.4753,55.6216,508.3884
15.4124,55.1251,516.0785
15.3588,54.5552,524.2226
15.3095,54.0091,533.3294
15.2622,53.5576,542.9630
15.2170,53.2399,552.3483
15.1634,53.1143,560.5773
15.1087,53.1433,567.1452
15.0767,53.2074,571.9564
15.0694,53.2627,574.8257
15.0873,53.2703,575.7189
15.1128,53.2709,575.9549
15.1552,53.2035,574.8429
15.2262,53.0155,571.8346
15.3183,52.7386,567.6099
15.4228,52.4158,562.7737
15.5762,51.9452,558.1935
15.7630,51.3941,555.3432
15.9601,50.8428,554.5221
16.1585,50.3142,554.2172
16.3506,49.8330,554.3245
16.5972,49.1204,528.4285
16.7041,49.0739,539.3933
16.5880,49.9611,631.4634
16.2221,51.6434,804.6275
15.6318,53.9982,1049.6919
14.9695,56.6094,1341.0805
14.3668,59.0583,1645.0674
13.7360,61.7929,1936.6457
13.3363,63.9416,2145.0198
12.7723,66.3291,2273.1487
12.1062,69.1405,2366.5476
11.4909,70.6655,2274.5388
10.8292,72.2546,2042.4487
10.1333,74.1846,1804.0566
9.5954,75.8335,1646.2499
9.0331,78.0554,1631.0544
8.5459,80.2167,1680.3027
8.1663,81.8949,1699.6538
7.8373,83.1804,1652.4398
7.7164,83.6392,1495.3820
7.7112,84.1424,1307.9831
7.6176,85.3121,1163.4297
7.5279,86.4738,1079.9742
7.4144,87.4988,1065.0766
7.3235,88.1524,1087.8169
7.2699,88.3632,1111.7265
7.2455,88.1525,1121.0676
7.2454,87.5947,1115.6404
7.2574,86.8675,1099.9994
7.2871,86.0161,1081.1196
7.3484,85.0412,1064.4448
7.4123,84.0422,1050.2295
7.4766,83.0552,1037.5472
7.5577,82.0620,1026.0394
7.6326,81.1305,1014.9894
7.7255,80.2407,974.1746
7.8191,79.5320,912.8614
7.9189,78.9041,853.5261
8.1447,77.7470,812.0964
8.2903,76.8255,795.9807
8.3861,75.9679,795.7815
8.4711,75.0947,797.7655
8.5592,74.2573,795.4836
8.6446,73.4841,789.8198
8.7185,72.8076,784.6664
8.7699,72.2547,781.8987
8.8052,71.8063,781.5880
8.8350,71.4267,782.3581
8.8661,71.0912,782.6645
8.9021,70.7879,782.0035
8.9407,70.5121,780.9960
8.9798,70.2535,779.9945
9.0244,70.0012,778.1332
9.0774,69.7595,775.0100
9.1369,69.5333,771.0620
9.2870,69.1078,747.9749
9.5089,68.6050,710.4779
9.7195,68.2522,668.7319
9.9053,68.0658,632.5644
10.0264,68.1126,615.6137
10.1060,68.2563,611.6560
10.1766,68.3990,610.2976
10.2552,68.5156,605.7934
10.3406,68.6522,597.7332
10.4249,68.8404,587.8659
10.4980,69.0794,578.2224
10.5646,69.3653,569.0752
10.6225,69.6792,560.8593
10.6817,69.9365,554.4237
10.7357,70.1413,549.7936
10.7799,70.3044,546.2867
10.8188,70.4129,543.0100
10.8552,70.4646,539.4223
10.8890,70.4651,535.4242
10.9221,70.4195,531.6119
10.9533,70.3430,528.3906
10.9794,70.2556,526.0326
10.9995,70.1752,524.9320
11.0159,70.1135,525.1077
11.0322,70.0504,525.5709
11.0477,70.0032,526.6983
11.0607,69.9654,528.2327
11.0737,69.9284,530.1023
11.0831,69.7835,531.4093
11.0904,69.4687,531.4791
11.0977,68.9518,530.5022
11.1060,68.2287,529.0600
11.1272,67.3071,528.1157
11.1334,66.2989,527.4195
11.1121,65.2898,526.7111
11.0932,64.2152,525.7795
11.0736,63.1152,524.1821
11.0548,62.0114,520.6780
11.0372,60.9801,516.8303
11.0210,60.0195,512.4125
11.0060,59.1640,506.6202
10.9945,58.3715,497.7562
10.9848,57.6012,485.4603
10.9763,56.8241,471.2482
10.9759,56.0065,457.7701
10.9796,55.1781,444.8628
10.9848,54.3304,432.2326
10.9890,53.5387,419.0539
11.0133,52.8336,404.0124
11.0559,52.2365,387.9482
11.1094,51.7366,371.3389
11.1711,51.3261,354.6963
11.2403,50.9954,338.1900
11.3158,50.7235,321.4660
11.4016,50.4868,303.8390
11.5054,50.2763,287.3308
11.5782,50.2960,271.5641
11.6476,50.4285,254.4321
11.7107,50.6390,237.3689
11.7602,50.9312,224.4766
11.7987,51.2321,215.0101
11.8296,51.4799,208.1935
11.8642,51.5864,203.0794
11.9020,51.5503,199.2499
11.9351,51.4216,195.9894
11.9428,51.3522,194.6304
11.9333,51.3219,195.6288
11.9254,51.2493,197.2135
11.9418,51.1276,206.0455
11.9658,50.8990,213.2963
11.9919,50.5817,218.7695
12.0191,50.2090,222.4988
12.0453,49.8170,224.9264
12.0685,49.4383,226.7099
12.0904,49.1004,228.2259
12.1168,48.8509,229.6652
12.1501,48.7109,230.3968
12.1803,48.6449,230.9867
12.2043,48.6311,231.5141
12.2324,48.6382,231.5919
12.2679,48.6474,231.1116
12.2980,48.6689,230.7381
12.3241,48.6917,230.5248
12.3472,48.7070,230.4966
12.3682,48.7088,230.6520
12.3980,48.6549,230.9752
12.4297,48.5842,231.1827
12.4635,48.4939,231.4711
12.4993,48.3817,231.8235
12.5369,48.2451,232.2408
12.5788,48.0807,232.6189
12.6234,47.8989,233.0456
12.6693,47.7081,233.6096
12.7160,47.5129,234.3256
12.7634,47.3174,235.1907
12.8109,47.1254,236.1868
12.8584,46.9398,237.2857
12.9053,46.7629,238.4544
12.9515,46.5959,239.6605
12.9990,46.4298,240.8739
13.0530,46.2449,242.0525
13.1055,46.0706,243.2890
13.1566,45.9047,244.5964
13.2064,45.7449,245.9666
13.2556,45.5876,247.6396
13.3062,45.4251,250.1744
13.3596,45.2454,253.7541
13.4166,45.0385,258.3119
13.4326,45.4938,387.9543
13.4444,45.4435,656.3566
13.3971,45.5418,942.2383
13.4123,45.9833,1108.2159
13.4711,45.3828,1034.5151
13.4690,44.9021,832.6169
13.1260,45.5106,652.0758
12.8559,46.4259,560.9609
12.6910,47.1511,581.9337
12.6109,47.3270,664.0031
12.6032,47.1688,738.7965
12.5687,47.1027,771.3651
12.4349,47.2600,772.6413
12.2488,47.5696,770.1194
12.0759,47.9531,782.1561
11.9015,48.2640,809.4093
11.7131,48.6361,843.0922
11.5098,49.0271,871.0957
11.2719,49.5109,889.8458
11.0094,50.0698,903.5013
10.7407,50.6594,916.4838
10.4750,51.2736,928.6857
10.2423,51.8985,938.6747
10.0725,52.4847,945.5037
10.0065,52.8351,886.4747
10.0225,53.2351,787.8786
9.9759,53.9635,688.4849
9.9073,54.8577,616.5538
9.7642,55.6643,600.3283
9.6160,56.0824,619.1434
9.5043,56.1565,643.8556
9.4303,56.0929,659.5108
9.3771,56.0564,665.2001
9.3288,56.0764,666.7066
9.2760,56.1315,669.7176
9.2182,56.1953,676.3275
9.1595,56.2576,685.1168
9.1038,56.3262,693.1869
9.0499,56.4166,699.3067
8.9947,56.5343,704.1065
9.0263,56.6683,668.0553
9.0832,57.0186,601.5589
9.0995,57.5170,536.4819
9.0791,58.1065,499.4195
9.0602,58.8717,486.0970
9.0363,59.8075,482.0490
9.0057,60.8795,480.6531
8.9746,62.1253,479.7165
8.9324,63.4612,478.2936
8.8772,64.8481,476.3986
8.8093,66.2523,474.4005
8.7311,67.6434,472.6888
8.6488,68.9599,471.7970
8.5809,70.0389,472.7865
8.5150,70.8950,474.6820
8.4541,71.4774,477.0221
8.4119,71.7531,479.2907
8.3825,71.7682,481.4703
8.3584,71.6156,483.5283
8.3447,71.3366,485.6749
8.4158,70.7151,474.5197
8.5456,70.0087,455.4038
8.7094,69.3893,432.5262
8.8818,68.9685,408.6916
9.0107,68.9317,394.1072
9.1014,69.1106,386.6063
9.1645,69.3572,383.7471
9.2102,69.5531,383.6981
9.2583,69.5988,384.8449
9.3103,69.4629,386.1030
9.3680,69.1547,387.0048
9.4344,68.7088,387.3871
9.5106,68.1790,387.2825
9.5977,67.6092,386.8262
9.6923,67.0429,386.3802
9.7853,66.5493,386.0556
9.8750,66.1454,385.6384
9.9599,65.8308,385.5514
10.0352,65.5947,387.1772
10.1174,65.3936,386.1854
10.2004,65.2362,382.8740
10.2756,65.1257,379.0749
10.3445,65.0302,375.7205
10.4069,64.9237,373.2193
10.4649,64.7818,371.2897
10.5234,64.5983,369.7540
10.5839,64.3710,368.3738
10.6443,64.1001,366.9127
10.7046,63.7991,365.5712
10.7669,63.4738,364.6717
10.8285,63.1519,364.2594
10.8869,62.8316,364.1303
10.9434,62.5230,363.9157
10.9981,62.2379,363.7818
11.0507,61.9803,363.9153
11.1038,61.7573,364.7085
11.1565,61.5550,365.6229
11.2088,61.3619,366.1851
11.2607,61.1742,366.3316
11.3191,60.9783,365.9643
11.3774,60.7812,365.4148
11.4355,60.5784,364.5695
11.4939,60.3683,363.3950
11.5523,60.1524,362.0153
11.6109,59.9308,360.4800
11.6702,59.7019,358.6412
11.7296,59.4690,356.4599
11.7874,59.2393,354.0376
11.8433,59.0230,351.7453
11.8957,58.8306,350.1178
11.9433,58.6629,349.1968
11.9873,58.5095,348.6058
12.0286,58.3625,348.0299
12.0676,58.2189,347.4179
12.1045,58.0763,346.8230
12.1394,57.9328,346.2824
12.1724,57.7868,345.7930
12.2040,57.6380,345.3321
12.2343,57.4868,344.8810
12.2636,57.3344,344.4336
12.2917,57.1832,344.0328
12.3192,57.0365,343.7801
12.3531,56.9068,343.7708
12.3861,56.7797,343.8574
12.4189,56.6538,343.9781
12.4506,56.5319,344.0687
12.4814,56.4146,344.1313
12.5114,56.3011,344.2118
12.5442,56.1823,344.6942
12.5755,56.0709,345.4520
12.6056,55.9633,346.5912
12.6343,55.8578,347.8801
12.6618,55.7536,349.2502
12.6881,55.6513,350.8086
12.7160,55.5405,352.5354
12.7450,55.4185,354.2461
12.7748,55.2872,355.9250
12.8046,55.1512,357.8538
12.8339,55.0117,360.1658
12.8625,54.8682,362.7627
12.8902,54.7224,365.5525
12.9166,54.5779,368.6045
12.9414,54.4363,371.9180
12.9646,54.2986,375.3870
12.9601,54.3401,391.2983
12.9219,54.4964,419.8952
12.8512,54.7033,456.5138
12.7680,54.8766,497.1502
12.7368,54.6348,520.0724
