19.5359,36.0121,483.0461
19.5701,36.2512,491.7009
19.6619,36.3758,494.1576
19.7892,36.5455,501.3488
19.8784,36.6585,509.0630
19.9598,36.6003,518.1823
20.0282,36.4084,524.0624
20.1027,36.1546,531.4567
20.1469,35.9012,537.6463
20.1784,35.6652,542.7242
20.1916,35.4835,547.2355
20.1873,35.3778,550.8558
20.1688,35.3452,553.9222
20.1350,35.3840,555.7322
20.0877,35.5292,557.5561
20.0186,35.8089,559.9623
19.9406,36.0934,558.3743
19.8726,36.3434,556.9026
19.7912,36.5774,554.8546
19.7150,36.7823,552.9768
19.6436,36.9404,550.5432
19.5807,37.0660,548.1387
19.5210,37.1566,545.7009
19.4652,37.2157,543.4341
19.4122,37.2552,541.3676
19.3629,37.2875,539.5884
19.3166,37.3213,538.0781
19.2729,37.3616,536.7929
19.2315,37.4101,535.6676
19.1926,37.4657,534.6419
19.1565,37.5261,533.6712
19.1235,37.5882,532.7333
19.0939,37.6487,531.8239
19.0678,37.7047,530.9532
19.0452,37.7540,530.1368
19.0247,37.8072,529.9069
19.0013,37.8933,531.4591
18.9708,38.0228,534.9551
18.9333,38.2000,540.0308
18.8897,38.3908,542.5752
18.8989,38.0537,470.9489
19.0062,38.1819,521.4678
18.4863,39.5894,622.5780
18.2362,41.4901,737.0076
18.1139,42.9086,830.8633
17.9990,44.2742,931.2949
17.6611,45.8852,1024.2375
17.2773,47.5318,1113.4048
16.7583,49.2435,1202.2104
16.1667,51.1746,1287.5111
15.6504,52.6946,1349.5857
15.3132,53.9128,1390.0210
14.9435,54.7407,1375.1119
14.6851,55.3086,1334.2045
14.2019,55.9460,1296.8571
13.7101,57.1155,1277.6317
13.3566,58.1582,1257.0887
13.1655,58.9745,1234.4495
12.9390,59.7427,1218.0488
12.6895,60.4597,1200.5936
12.4913,61.1196,1189.4702
12.2331,61.8975,1176.0803
12.0515,62.7838,1163.2363
11.8833,63.6833,1146.3031
11.7381,64.6135,1127.7390
11.5800,65.5202,1111.3785
11.3979,66.3302,1092.6161
11.2315,67.0273,1074.4698
11.0601,67.7007,1059.7382
10.8951,68.4617,1050.4066
10.7511,68.9625,1037.2755
10.6540,69.3648,1024.8737
10.5424,69.7976,1011.6137
