0.00000000000000e+00,0.00000000000000e+00,1.20000000000000e+03,3.16325876644185e+01,1.00000000000000e+00,2.99999900828053e+01,2.19526828584267e+01,0.00000000000000e+00
2.50000000000001e-01,0.00000000000000e+00,1.20000000000000e+03,3.16325876644185e+01,1.00000000000000e+00,2.99676362476516e+01,2.19935030072443e+01,4.34790120953545e+02
5.00000000000001e-01,0.00000000000000e+00,1.20000000000000e+03,3.16325876644185e+01,1.00000000000000e+00,2.99450548867051e+01,2.20220443196231e+01,4.45855148330378e+02
7.50000000000002e-01,0.00000000000000e+00,1.20000000000000e+03,3.16325876644185e+01,1.00000000000000e+00,2.98858387742375e+01,2.20970887204604e+01,4.50226263051739e+02
1.00000000000000e+00,0.00000000000000e+00,1.20000000000000e+03,3.16325876644185e+01,1.00000000000000e+00,2.97112196889975e+01,2.23200729273891e+01,4.54375258678648e+02
1.25000000000000e+00,0.00000000000000e+00,1.20000000000000e+03,3.16325876644185e+01,1.00000000000000e+00,2.94389989480758e+01,2.26727881278705e+01,4.57955000394152e+02
1.50000000000000e+00,0.00000000000000e+00,1.20000000000000e+03,3.16325876644185e+01,1.00000000000000e+00,2.91037664708903e+01,2.31158411532618e+01,4.61567607564763e+02
1.75000000000000e+00,0.00000000000000e+00,1.20000000000000e+03,3.16325876644185e+01,1.00000000000000e+00,2.87478326042226e+01,2.35970034993229e+01,4.65482165645543e+02
2.00000000000000e+00,0.00000000000000e+00,1.20000000000000e+03,3.16325876644185e+01,1.00000000000000e+00,2.83864228813082e+01,2.40971887951871e+01,4.69621279688018e+02
2.25000000000000e+00,0.00000000000000e+00,1.20000000000000e+03,3.16325876644185e+01,1.00000000000000e+00,2.80232144846638e+01,2.46119731590533e+01,4.73955581206167e+02
2.50000000000000e+00,0.00000000000000e+00,1.20000000000000e+03,3.16325876644185e+01,1.00000000000000e+00,2.76708295010409e+01,2.51233272625923e+01,4.78445459881185e+02
2.75000000000001e+00,0.00000000000000e+00,1.20000000000000e+03,3.16325876644185e+01,1.00000000000000e+00,2.73440406628951e+01,2.56082903729957e+01,4.83032818234230e+02
3.00000000000001e+00,0.00000000000000e+00,1.20000000000000e+03,3.16325876644185e+01,1.00000000000000e+00,2.70397791872824e+01,2.60693497624869e+01,4.87671423718236e+02
3.25000000000001e+00,0.00000000000000e+00,1.20000000000000e+03,3.16325876644185e+01,1.00000000000000e+00,2.67485125001093e+01,2.65195210793031e+01,4.92287835145306e+02
3.50000000000001e+00,0.00000000000000e+00,1.20000000000000e+03,3.16325876644185e+01,1.00000000000000e+00,2.64679330852720e+01,2.69614943927453e+01,4.90389033742278e+02
3.75000000000001e+00,0.00000000000000e+00,1.20000000000000e+03,3.16325876644185e+01,1.00000000000000e+00,2.62099162533494e+01,2.73752810057565e+01,4.97047877966516e+02
4.00000000000001e+00,0.00000000000000e+00,1.20000000000000e+03,3.16325876644185e+01,1.00000000000000e+00,2.59634840582274e+01,2.77771960630253e+01,5.03552629645230e+02
4.25000000000001e+00,0.00000000000000e+00,1.20000000000000e+03,3.16325876644185e+01,1.00000000000000e+00,2.57191881902910e+01,2.81822152820517e+01,5.09559110907662e+02
4.50000000000001e+00,0.00000000000000e+00,1.20000000000000e+03,3.16325876644185e+01,1.00000000000000e+00,2.54722736872858e+01,2.85983639405891e+01,5.15094309851787e+02
4.75000000000001e+00,0.00000000000000e+00,1.20000000000000e+03,3.16325876644185e+01,1.00000000000000e+00,2.52219310312856e+01,2.90273862473543e+01,5.20153347479110e+02
5.00000000000001e+00,3.57057039100060e-13,1.20000000000000e+03,3.16325876644185e+01,1.00000000000000e+00,2.49687856150927e+01,2.94686132301471e+01,5.24854378226427e+02
5.25000000000001e+00,4.45425602416607e-03,1.20000000000000e+03,3.16325876644185e+01,1.00000000000000e+00,2.47136819774751e+01,2.99209256263212e+01,5.29267916333881e+02
5.50000000000001e+00,1.94020782703862e-02,1.20000000000000e+03,3.16325876644185e+01,1.00000000000000e+00,2.44578851131022e+01,3.03823486247554e+01,5.33413206363182e+02
5.75000000000001e+00,3.94461598446496e-02,1.20000000000000e+03,3.16325876644185e+01,1.00000000000000e+00,2.42026585429042e+01,3.08507601171913e+01,5.37343335219738e+02
6.00000000000002e+00,6.11556013672996e-02,1.20000000000000e+03,3.16325876644185e+01,1.00000000000000e+00,2.39475672702774e+01,3.13270795357439e+01,5.41115158252998e+02
